Sample ID,Protein (g),Vitamin A (mg),Vitamin C (mg),Calcium (mg),Potassium (mg),Iron (mg),Fiber (g),Calories (kcal)
MOR-6184,6.52,0.17,174.04,393.36,153.01,1.53,4.58,67.0
MOR-1941,4.29,0.52,220.77,399.07,268.81,2.89,5.66,41.0
MOR-8467,2.4,0.46,247.15,259.98,157.94,0.99,4.24,67.0
MOR-7072,5.78,0.57,128.2,263.68,254.54,0.98,2.13,51.0
MOR-2600,7.15,0.46,221.02,220.13,287.04,0.54,2.6,62.0
MOR-7065,3.27,0.57,86.69,209.46,179.71,2.13,2.45,35.0
MOR-9428,5.51,0.27,88.07,398.87,279.59,1.49,7.18,63.0
MOR-5259,8.76,0.44,135.03,289.21,307.91,2.85,7.38,36.0
MOR-4041,8.2,0.42,51.33,251.76,150.3,2.89,2.78,66.0
MOR-6283,6.51,0.64,207.14,380.54,365.17,1.84,4.66,60.0
MOR-8593,8.67,0.83,159.81,357.17,361.71,1.23,7.04,52.0
MOR-8907,3.67,0.74,81.44,276.95,390.41,2.52,2.47,39.0
MOR-7848,4.98,0.8,113.9,390.7,267.01,2.98,4.46,62.0
MOR-3026,3.93,0.33,72.48,365.85,169.76,1.75,4.03,51.0
MOR-8440,5.71,0.86,232.01,243.5,320.6,1.49,7.59,59.0
MOR-1983,5.74,0.69,131.81,356.0,324.98,1.32,4.23,45.0
MOR-2012,2.39,0.81,176.16,295.9,180.69,1.81,3.61,36.0
MOR-8531,8.21,0.6,68.42,208.13,302.03,2.93,2.43,31.0
MOR-9337,7.94,0.36,140.92,376.23,364.94,1.29,6.83,65.0
MOR-7143,2.9,0.48,174.19,221.78,348.46,2.93,4.72,57.0
MOR-9148,8.62,0.61,213.2,262.06,211.01,0.69,4.4,51.0
MOR-1485,5.21,0.22,185.56,355.61,292.07,2.2,2.05,57.0
MOR-5448,3.1,0.52,139.72,305.34,329.1,2.77,6.28,64.0
MOR-8086,3.08,0.23,193.09,296.63,219.52,0.93,3.87,42.0
MOR-6206,2.49,0.35,181.12,291.43,387.94,2.6,2.52,58.0
MOR-2687,3.46,0.43,89.57,354.09,341.94,0.65,3.5,59.0
MOR-9530,8.14,0.59,217.2,203.18,171.22,2.85,3.09,32.0
MOR-8722,4.1,0.66,66.03,353.85,266.77,2.92,5.69,41.0
MOR-9877,3.61,0.79,177.51,378.06,315.49,0.58,7.85,60.0
MOR-5428,8.65,0.33,109.95,371.43,366.04,2.63,2.89,68.0
MOR-5604,5.43,0.13,236.85,213.64,381.29,2.85,3.39,53.0
MOR-7395,7.85,0.45,132.37,204.59,288.31,0.65,2.66,32.0
MOR-5702,5.11,0.56,54.27,271.11,367.81,1.29,2.62,44.0
MOR-3339,3.46,0.19,187.13,259.07,156.46,2.4,4.78,69.0
MOR-7337,6.99,0.33,120.88,259.52,292.0,1.47,4.29,60.0
MOR-8087,8.27,0.24,154.06,363.87,306.96,2.94,6.9,43.0
MOR-9601,5.64,0.24,145.81,242.7,300.52,1.41,7.09,58.0
MOR-5828,4.74,0.74,108.39,309.68,173.11,1.78,2.13,46.0
MOR-7085,8.77,0.5,248.6,257.49,284.71,1.27,5.21,62.0
MOR-9786,2.06,0.78,244.51,243.45,172.27,2.17,2.77,50.0
MOR-2350,2.57,0.56,228.04,294.97,270.89,1.47,4.96,60.0
MOR-2511,5.31,0.19,101.03,335.82,174.37,1.31,6.47,67.0
MOR-6012,6.41,0.71,123.79,251.47,197.01,2.28,2.88,48.0
MOR-9147,6.95,0.37,164.46,246.65,246.37,2.06,5.26,38.0
MOR-7183,6.54,0.71,239.24,371.21,187.58,2.5,5.02,35.0
MOR-3835,7.65,0.57,181.15,242.26,155.21,1.58,7.34,34.0
MOR-6622,6.11,0.45,92.75,254.62,306.09,1.05,6.45,60.0
MOR-4139,4.41,0.74,107.02,345.67,327.22,2.61,4.74,38.0
MOR-8525,5.72,0.12,156.17,225.91,204.48,1.57,5.1,63.0
MOR-7861,4.74,0.65,69.94,309.08,358.23,1.9,2.16,46.0
MOR-4313,2.21,0.85,114.78,354.4,357.76,1.34,6.18,57.0
MOR-2337,4.02,0.61,52.08,202.47,157.89,2.83,3.24,57.0
MOR-2357,3.74,0.22,136.81,399.29,228.28,1.19,6.01,50.0
MOR-1233,5.96,0.79,166.43,275.63,249.45,2.78,7.84,43.0
MOR-4015,7.44,0.85,179.61,240.46,359.5,2.81,2.72,52.0
MOR-1532,7.97,0.25,154.67,324.32,167.0,1.89,5.67,61.0
MOR-4746,3.58,0.86,128.77,301.17,318.41,2.71,3.92,47.0
MOR-5325,2.91,0.62,214.5,288.81,226.52,1.23,6.62,36.0
MOR-7715,8.02,0.79,232.2,214.11,306.69,2.73,6.08,34.0
MOR-2475,8.86,0.67,217.89,266.29,239.46,1.62,7.02,41.0
MOR-9441,7.0,0.56,200.59,287.5,266.5,0.69,5.61,55.0
MOR-5597,3.8,0.32,135.69,338.99,302.19,2.85,2.17,63.0
MOR-8738,5.44,0.45,127.58,348.24,324.49,0.77,7.78,38.0
MOR-3002,6.14,0.49,206.28,331.69,347.8,1.29,4.88,44.0
MOR-4328,5.59,0.71,85.41,207.29,303.34,1.28,6.51,48.0
MOR-7439,8.21,0.77,229.53,255.15,330.99,1.04,4.93,41.0
MOR-4387,7.1,0.5,236.37,212.69,200.61,2.25,2.71,69.0
MOR-5906,2.27,0.11,225.06,322.12,374.44,1.92,5.9,32.0
MOR-1990,4.69,0.8,125.32,314.83,309.11,0.85,7.56,61.0
MOR-7826,8.64,0.64,226.3,359.56,250.21,2.02,6.11,58.0
MOR-3813,3.14,0.45,155.91,234.61,366.94,1.47,5.19,58.0
MOR-6329,4.24,0.1,244.84,248.88,165.67,0.93,2.22,39.0
MOR-7461,2.34,0.17,107.76,221.39,189.47,0.61,5.37,35.0
MOR-9141,3.75,0.76,102.34,246.71,399.28,2.84,5.1,58.0
MOR-4736,5.73,0.31,219.82,384.43,285.74,0.62,4.09,60.0
MOR-6495,4.01,0.74,221.52,358.14,355.96,1.46,2.48,33.0
MOR-2155,3.13,0.77,120.17,299.72,173.77,1.38,6.8,60.0
MOR-7119,4.63,0.22,220.72,205.24,366.24,1.49,6.82,52.0
MOR-2516,5.82,0.87,197.07,347.89,270.71,0.51,5.99,64.0
MOR-1487,9.0,0.27,246.64,317.32,196.86,1.28,4.21,67.0
MOR-9080,6.28,0.32,224.58,374.28,242.38,1.51,7.54,69.0
MOR-9780,4.79,0.44,196.77,294.66,241.2,2.69,2.32,46.0
MOR-1077,7.74,0.11,54.33,228.31,176.72,1.26,7.01,57.0
MOR-3543,8.66,0.73,147.29,309.79,323.56,1.1,5.96,68.0
MOR-5181,6.82,0.45,221.79,318.96,377.96,1.38,4.49,53.0
MOR-4728,8.63,0.83,180.92,269.07,207.59,1.8,2.84,63.0
MOR-6139,4.25,0.63,160.44,352.23,346.46,1.87,3.66,45.0
MOR-3037,4.37,0.35,178.64,338.09,198.27,0.86,4.52,62.0
MOR-3423,2.94,0.2,64.83,336.02,360.89,1.56,7.48,34.0
MOR-3033,2.47,0.11,194.77,335.07,350.7,1.41,4.09,69.0
MOR-9293,6.18,0.75,192.57,284.32,259.87,2.55,4.73,68.0
MOR-5530,5.54,0.85,216.55,200.55,270.35,2.38,5.74,48.0
MOR-9556,6.23,0.65,135.94,288.24,307.48,1.88,6.58,47.0
MOR-4832,3.06,0.29,239.97,379.68,323.69,2.42,7.84,66.0
MOR-9181,8.16,0.57,141.18,245.69,371.69,2.67,5.35,36.0
MOR-3056,4.26,0.27,139.95,396.89,218.33,2.9,7.75,49.0
MOR-2536,3.9,0.84,52.53,377.06,357.21,2.54,5.85,38.0
MOR-7275,3.88,0.51,215.14,335.84,207.58,0.65,3.05,70.0
MOR-3902,7.93,0.53,94.13,385.91,294.55,0.73,3.39,63.0
MOR-6480,5.54,0.41,126.56,342.49,279.67,0.6,7.26,53.0
MOR-9423,6.27,0.38,187.74,367.3,222.97,2.58,6.71,56.0
MOR-8751,7.27,0.76,170.4,272.94,317.12,0.94,3.42,48.0
MOR-3626,3.61,0.14,142.18,390.92,390.07,2.03,3.23,65.0
MOR-9391,5.2,0.61,181.43,382.16,333.89,2.63,3.24,38.0
MOR-6652,3.33,0.16,90.4,246.78,176.45,2.46,3.76,67.0
MOR-9037,2.37,0.38,218.72,303.0,318.26,0.77,6.14,38.0
MOR-8761,4.81,0.11,99.19,211.71,386.01,1.73,2.03,55.0
MOR-7209,8.54,0.54,117.69,241.0,366.6,2.22,4.62,33.0
MOR-4195,7.99,0.7,71.45,320.06,387.44,0.96,6.51,53.0
MOR-7838,2.83,0.4,166.01,272.35,369.23,2.62,5.08,35.0
MOR-7298,3.43,0.39,142.28,371.94,359.63,1.57,3.83,40.0
MOR-8300,2.07,0.39,118.41,203.55,299.85,1.46,5.74,61.0
MOR-9878,7.94,0.45,87.74,336.4,272.69,1.8,2.69,35.0
MOR-6768,2.09,0.4,169.78,257.2,384.05,2.54,2.4,46.0
MOR-1832,5.65,0.47,150.84,277.72,382.94,2.97,5.48,68.0
MOR-1645,3.11,0.62,183.16,378.95,351.89,1.57,2.02,61.0
MOR-7726,6.92,0.56,86.07,274.09,367.98,1.92,4.92,43.0
MOR-2672,4.14,0.33,164.31,320.58,229.06,0.65,2.07,61.0
MOR-9206,4.13,0.61,168.85,279.15,274.28,2.91,5.63,55.0
MOR-1758,5.96,0.59,207.3,329.46,196.19,1.65,4.69,68.0
MOR-4874,5.18,0.27,203.68,295.91,342.37,1.81,6.41,40.0
MOR-1741,6.38,0.47,139.58,256.66,256.81,1.64,3.33,53.0
MOR-4624,5.41,0.46,63.65,372.54,334.0,2.72,3.67,58.0
MOR-7696,4.52,0.34,207.8,232.33,168.43,1.97,6.35,35.0
MOR-6818,8.98,0.61,125.26,396.91,306.16,2.54,7.34,68.0
MOR-9936,8.0,0.48,97.11,243.44,299.85,1.5,3.57,58.0
MOR-5753,7.7,0.82,153.91,359.85,371.34,0.66,6.03,40.0
MOR-5252,5.81,0.19,132.65,300.52,219.76,0.95,4.15,33.0
MOR-9239,6.47,0.66,111.31,299.82,389.29,0.75,5.09,37.0
MOR-9775,6.27,0.78,81.85,288.62,348.43,2.44,2.65,34.0
MOR-4480,5.0,0.81,197.82,338.77,234.93,2.06,5.01,35.0
MOR-3881,6.91,0.6,181.46,317.06,214.75,1.26,5.43,50.0
MOR-7701,6.71,0.18,51.5,210.92,175.37,1.79,4.9,60.0
MOR-2295,2.77,0.67,207.68,323.31,239.01,2.19,4.84,54.0
MOR-4004,5.92,0.73,203.34,294.7,152.41,0.82,7.32,69.0
MOR-1611,4.13,0.61,149.64,338.49,358.43,2.91,2.31,34.0
MOR-7210,3.14,0.86,196.04,260.9,188.89,0.51,4.86,47.0
MOR-7650,5.61,0.57,87.3,370.01,242.44,1.4,5.9,33.0
MOR-1893,3.76,0.24,67.77,237.46,361.76,0.93,7.41,58.0
MOR-6855,7.9,0.44,156.26,340.71,317.03,2.55,5.22,37.0
MOR-2596,6.05,0.32,197.4,223.5,280.56,2.53,5.32,57.0
MOR-5463,6.23,0.43,150.11,371.09,283.84,2.35,6.02,57.0
MOR-4024,7.6,0.13,219.82,371.22,232.52,1.96,3.04,61.0
MOR-3675,5.06,0.19,140.56,314.29,321.49,1.41,7.04,69.0
MOR-6063,7.23,0.11,240.9,216.18,399.09,1.1,7.29,62.0
MOR-1892,6.53,0.35,209.37,397.52,252.28,1.46,2.4,64.0
MOR-3803,8.49,0.13,249.96,336.06,306.15,1.25,7.52,70.0
MOR-1790,5.22,0.2,121.49,220.27,159.72,1.86,3.52,52.0
MOR-3370,2.88,0.65,236.95,210.68,265.0,1.16,4.72,59.0
MOR-3356,4.69,0.82,81.53,249.52,321.3,1.05,7.19,43.0
MOR-6011,7.0,0.54,107.15,371.8,239.5,2.69,4.78,45.0
MOR-2773,4.64,0.1,72.8,314.76,218.99,2.12,5.71,43.0
MOR-1256,5.85,0.53,219.47,355.86,184.16,2.62,6.48,68.0
MOR-2610,2.24,0.12,180.94,283.97,175.37,1.4,2.57,59.0
MOR-8891,7.39,0.88,218.78,200.08,203.0,2.64,3.13,58.0
MOR-8630,8.38,0.37,172.67,229.16,324.12,2.25,2.59,32.0
MOR-1696,5.98,0.5,78.3,247.58,367.32,2.83,6.39,38.0
MOR-1490,2.22,0.79,236.86,295.45,398.53,1.42,3.31,64.0
MOR-3190,8.74,0.26,194.7,269.57,229.43,2.02,7.07,66.0
MOR-7029,6.56,0.56,208.91,205.0,337.09,1.35,5.64,34.0
MOR-6494,2.81,0.25,196.42,371.59,326.06,2.4,3.55,62.0
MOR-3145,5.97,0.3,220.82,277.38,208.67,0.66,7.23,36.0
MOR-8167,7.48,0.44,247.89,365.11,205.87,1.16,5.69,41.0
MOR-4396,2.3,0.2,157.03,347.02,340.92,2.18,7.94,59.0
MOR-1377,7.65,0.55,214.21,230.76,194.34,2.03,4.53,55.0
MOR-2546,6.74,0.25,76.07,375.66,274.83,1.16,4.6,43.0
MOR-6377,8.13,0.58,228.39,369.75,391.34,2.6,4.89,43.0
MOR-4938,2.38,0.68,185.43,269.58,328.68,2.01,4.03,45.0
MOR-8119,7.12,0.16,176.91,207.54,180.08,2.98,5.97,44.0
MOR-3231,5.68,0.77,200.8,291.0,294.14,1.61,7.65,68.0
MOR-6906,4.75,0.31,121.3,305.3,193.3,1.57,2.81,41.0
MOR-6408,2.25,0.3,195.52,265.66,176.26,2.66,6.26,68.0
MOR-2591,6.64,0.39,53.28,332.38,217.92,0.51,5.82,42.0
MOR-3221,5.25,0.83,103.61,330.74,182.64,0.84,4.77,36.0
MOR-5381,3.47,0.4,63.97,342.9,219.68,0.94,2.75,58.0
MOR-9119,6.97,0.56,65.52,327.53,238.07,0.79,5.23,37.0
MOR-9898,8.16,0.26,149.65,353.62,200.99,1.96,6.51,51.0
MOR-9501,7.62,0.51,206.24,377.66,392.48,0.6,7.51,38.0
MOR-2121,6.21,0.33,190.0,267.16,346.8,2.11,4.07,53.0
MOR-9878,5.41,0.15,187.08,208.13,367.97,0.68,3.5,56.0
MOR-4632,8.65,0.71,109.45,284.85,387.26,1.65,2.42,62.0
MOR-2276,5.04,0.38,156.89,227.01,313.03,1.59,2.68,63.0
MOR-2492,2.96,0.4,100.34,230.57,352.11,1.33,6.11,35.0
MOR-3502,5.33,0.4,215.37,209.02,278.42,2.71,4.67,39.0
MOR-3906,4.75,0.22,115.71,238.07,353.09,1.2,7.47,68.0
MOR-4560,3.44,0.35,195.61,274.04,262.33,2.85,7.78,47.0
MOR-7293,2.97,0.35,62.6,355.88,273.21,2.22,3.67,61.0
MOR-5915,5.37,0.7,135.27,285.79,162.99,1.24,7.19,56.0
MOR-2110,7.68,0.2,104.04,289.24,319.49,1.57,3.23,57.0
MOR-3190,5.28,0.42,169.48,314.92,187.51,2.85,2.26,31.0
MOR-3275,4.84,0.55,124.72,249.1,264.26,0.88,2.22,53.0
MOR-5679,5.66,0.77,218.13,399.88,260.31,1.51,5.18,49.0
MOR-5476,4.87,0.12,56.57,374.32,361.53,1.15,7.48,44.0
MOR-3733,3.5,0.29,192.6,201.88,200.78,1.31,2.23,38.0
MOR-2386,5.64,0.15,90.8,369.71,383.28,2.64,6.96,58.0
MOR-9575,8.86,0.35,176.39,264.88,154.98,0.79,5.53,55.0
MOR-3261,5.78,0.64,62.74,235.6,218.91,1.62,7.97,64.0
MOR-1437,3.97,0.37,95.34,272.7,354.11,1.12,5.59,45.0
MOR-6470,8.83,0.87,129.95,378.34,397.8,1.98,3.98,65.0
MOR-2049,6.17,0.27,67.49,266.04,199.52,2.6,5.59,36.0
MOR-8308,5.06,0.83,106.23,316.63,393.6,1.7,2.29,34.0
MOR-1634,4.95,0.77,192.17,378.25,380.47,2.06,3.14,57.0
MOR-9660,3.06,0.31,231.16,219.62,353.89,1.55,7.53,64.0
MOR-6493,2.58,0.7,64.71,275.97,379.6,2.73,6.4,39.0
MOR-1603,7.14,0.39,157.51,343.43,218.48,0.58,7.16,50.0
MOR-6554,7.57,0.18,103.89,377.0,270.45,0.91,4.67,55.0
MOR-9241,5.85,0.66,79.13,366.81,337.58,2.51,3.56,50.0
MOR-9814,8.02,0.74,52.94,267.66,309.37,0.96,4.19,59.0
MOR-9004,4.23,0.23,67.66,316.45,327.64,0.79,3.42,59.0
MOR-9476,4.31,0.73,153.68,327.14,190.69,2.98,2.0,54.0
MOR-7881,8.03,0.55,64.57,256.2,339.16,0.96,4.69,49.0
MOR-2625,5.02,0.12,106.1,237.64,305.42,1.69,2.69,39.0
MOR-7117,4.01,0.49,161.23,355.99,382.03,2.12,2.58,63.0
MOR-3130,5.67,0.32,154.47,380.04,183.95,0.51,7.98,68.0
MOR-2586,6.55,0.7,136.12,208.37,180.47,0.98,2.72,59.0
MOR-9798,2.23,0.61,205.01,243.74,340.0,2.25,5.41,50.0
MOR-5990,2.24,0.1,200.19,242.86,239.78,1.02,3.39,32.0
MOR-7359,4.84,0.79,175.38,292.77,339.84,1.31,6.64,47.0
MOR-5673,4.73,0.2,185.92,257.73,257.21,1.44,5.72,43.0
MOR-5744,5.69,0.65,126.74,242.94,381.59,0.51,6.11,49.0
MOR-4042,6.76,0.1,176.19,285.94,340.39,0.54,4.37,65.0
MOR-7865,3.79,0.85,187.45,228.17,347.45,2.49,3.71,47.0
MOR-2837,5.43,0.76,221.53,317.41,302.08,2.53,3.5,42.0
MOR-1471,2.11,0.27,212.68,398.92,306.2,1.77,6.66,48.0
MOR-7314,4.88,0.28,197.7,305.25,398.97,1.79,4.3,54.0
MOR-1037,5.98,0.15,129.65,335.77,295.55,1.26,6.83,53.0
MOR-7285,3.71,0.85,210.74,323.06,198.17,2.03,6.67,35.0
MOR-5286,8.44,0.75,90.2,293.68,264.67,0.64,2.45,33.0
MOR-4686,7.57,0.25,132.57,243.27,190.61,1.67,5.07,64.0
MOR-5652,7.17,0.51,83.08,212.18,187.13,2.79,6.99,58.0
MOR-6006,2.53,0.41,178.27,254.62,242.03,2.47,3.02,34.0
MOR-4729,6.99,0.76,240.18,398.82,154.59,2.28,6.92,33.0
MOR-5712,7.78,0.78,64.56,210.38,295.49,2.7,4.52,40.0
MOR-4104,2.56,0.8,117.02,349.28,318.03,0.68,4.67,41.0
MOR-1679,2.31,0.22,127.87,282.15,264.7,0.88,6.1,32.0
MOR-6363,2.0,0.6,110.68,251.97,197.07,0.58,7.22,68.0
MOR-8010,5.43,0.7,99.66,308.94,173.44,1.32,7.48,32.0
MOR-9492,3.08,0.31,179.61,287.03,188.7,0.9,7.43,46.0
MOR-1363,4.37,0.54,87.85,280.08,270.36,1.86,4.44,50.0
MOR-9665,2.68,0.73,205.37,362.7,298.74,2.13,2.88,40.0
MOR-6468,8.58,0.61,84.81,326.96,378.28,2.88,4.99,54.0
MOR-1855,8.7,0.68,114.95,375.94,334.52,1.93,7.0,32.0
MOR-3735,5.47,0.78,189.63,309.44,355.18,1.66,5.78,67.0
MOR-2779,8.15,0.54,129.87,294.88,336.43,2.49,4.19,45.0
MOR-6260,2.24,0.41,197.9,219.69,268.84,2.61,4.09,48.0
MOR-9627,6.12,0.25,217.15,371.32,215.17,1.0,7.99,32.0
MOR-9542,4.77,0.29,53.69,361.35,364.36,1.53,2.66,45.0
MOR-5005,6.75,0.36,98.26,251.24,155.99,2.29,4.93,47.0
MOR-1614,3.51,0.88,97.19,322.91,318.34,1.71,7.35,44.0
MOR-9896,6.45,0.75,124.22,305.58,378.57,2.23,7.96,61.0
MOR-8163,7.3,0.71,150.95,250.43,211.25,2.43,2.76,40.0
MOR-7658,3.92,0.59,228.52,220.63,303.83,1.97,4.3,66.0
MOR-5743,5.16,0.74,201.01,339.83,229.09,1.25,2.06,48.0
MOR-3761,7.73,0.37,145.07,259.63,357.57,2.89,2.02,60.0
MOR-7624,4.94,0.14,231.84,247.23,337.77,1.12,6.04,50.0
MOR-7059,8.34,0.39,58.47,383.57,293.01,1.71,5.3,39.0
MOR-9223,8.2,0.1,55.1,332.48,318.74,2.75,4.72,64.0
MOR-7507,8.46,0.73,56.94,259.1,230.99,0.62,4.1,47.0
MOR-5246,5.36,0.6,79.52,367.19,283.86,1.69,4.85,36.0
MOR-2624,2.87,0.24,197.54,286.78,216.06,0.8,3.43,45.0
MOR-9921,6.64,0.38,151.93,214.6,352.45,2.27,6.28,38.0
MOR-2509,7.36,0.16,106.03,234.63,227.37,2.94,2.78,40.0
MOR-2984,4.14,0.17,152.43,389.65,304.03,1.17,6.06,58.0
MOR-6356,6.91,0.24,210.39,286.2,283.58,2.22,6.61,47.0
MOR-6808,4.74,0.16,159.31,394.81,303.91,1.6,2.34,34.0
MOR-4789,7.98,0.45,67.65,315.83,340.57,2.39,3.87,55.0
MOR-1879,3.45,0.24,227.01,349.4,285.35,1.48,3.86,32.0
MOR-8429,7.23,0.62,234.92,344.2,174.47,2.69,5.17,62.0
MOR-8377,8.61,0.19,54.08,326.15,236.86,1.0,4.16,40.0
MOR-1684,6.03,0.28,134.84,334.89,282.86,2.19,2.15,52.0
MOR-1963,5.99,0.43,199.15,283.72,224.11,0.8,6.28,55.0
MOR-4682,6.05,0.62,174.89,225.46,387.99,1.06,4.4,59.0
MOR-7314,3.8,0.32,106.7,236.41,338.48,0.54,5.32,66.0
MOR-2414,8.93,0.51,99.76,326.64,196.76,0.67,6.7,69.0
MOR-4074,8.92,0.68,229.98,297.61,361.71,1.1,7.42,48.0
MOR-4201,5.31,0.87,229.6,201.67,215.63,2.88,3.38,45.0
MOR-7086,8.9,0.27,111.23,224.17,287.0,2.63,2.12,55.0
MOR-5286,4.53,0.2,58.14,324.9,155.02,2.88,2.34,68.0
MOR-7144,5.37,0.81,117.86,246.33,304.75,2.9,4.75,44.0
MOR-4222,7.08,0.55,165.85,340.9,229.81,1.67,5.67,43.0
MOR-7556,6.23,0.48,156.6,274.56,241.28,2.92,6.79,30.0
MOR-8886,6.19,0.35,249.35,210.0,350.66,1.4,7.84,68.0
MOR-7260,8.52,0.81,203.29,293.74,170.06,1.03,2.48,68.0
MOR-5459,5.34,0.2,115.19,261.73,388.54,2.77,7.9,50.0
MOR-3275,3.69,0.19,103.8,335.81,303.82,1.93,5.9,31.0
MOR-6643,4.94,0.76,73.26,341.84,190.76,2.64,6.46,69.0
MOR-8118,2.6,0.49,105.46,271.65,272.34,0.63,4.46,43.0
MOR-2070,6.82,0.39,88.38,381.76,294.19,1.74,4.73,42.0
MOR-5471,6.52,0.51,135.69,257.5,291.14,2.49,3.2,37.0
MOR-6687,2.16,0.83,226.26,345.66,354.07,1.25,3.68,43.0
MOR-6364,4.73,0.46,211.82,344.72,197.25,0.55,7.94,39.0
MOR-8214,8.4,0.18,238.32,204.04,220.6,1.68,3.05,42.0
MOR-6109,3.07,0.66,193.27,254.7,241.61,1.02,3.69,42.0
MOR-4725,7.98,0.71,56.45,346.5,236.22,0.84,5.48,51.0
MOR-9780,3.66,0.89,191.86,226.17,204.97,1.21,7.08,48.0
MOR-8709,3.69,0.26,60.46,291.75,247.28,2.53,5.56,49.0
MOR-8819,4.29,0.15,137.54,292.63,241.08,0.59,4.7,62.0
MOR-1735,5.15,0.36,179.72,281.75,292.84,2.52,2.26,36.0
MOR-5385,2.08,0.71,196.13,264.23,184.05,2.82,7.79,64.0
MOR-7365,6.63,0.48,130.29,300.67,173.19,1.17,2.17,52.0
MOR-3853,7.23,0.35,200.93,206.27,258.64,2.31,3.86,37.0
MOR-1663,7.78,0.39,183.61,255.22,302.57,1.02,5.33,39.0
MOR-1266,2.91,0.27,166.54,265.19,286.61,1.33,3.94,67.0
MOR-1834,2.35,0.81,104.31,277.61,249.03,1.36,3.87,34.0
MOR-4418,5.97,0.71,145.38,266.84,343.55,2.87,6.75,59.0
MOR-5053,4.85,0.17,88.91,229.77,226.81,0.78,4.92,45.0
MOR-8269,3.49,0.46,222.82,355.52,352.8,1.69,4.04,33.0
MOR-6722,2.6,0.46,87.29,244.62,221.73,1.8,2.32,63.0
MOR-7472,4.71,0.23,224.89,311.8,255.49,2.94,2.63,36.0
MOR-5767,8.4,0.31,60.89,373.62,199.93,2.37,2.08,48.0
MOR-9901,8.42,0.63,242.54,325.74,187.29,2.09,5.89,39.0
MOR-3117,7.57,0.16,80.5,264.65,356.07,1.81,5.54,62.0
MOR-8435,6.2,0.73,229.68,253.32,172.99,2.13,7.61,47.0
MOR-1210,6.85,0.51,206.73,210.16,349.23,2.77,3.46,67.0
MOR-4914,4.56,0.6,59.71,385.4,397.76,1.71,5.51,64.0
MOR-5121,4.77,0.79,220.99,264.04,198.6,2.49,6.82,51.0
MOR-8672,6.56,0.69,91.47,237.78,352.65,2.79,2.79,59.0
MOR-9199,5.89,0.51,64.93,341.16,353.73,1.74,2.33,51.0
MOR-3614,8.88,0.59,213.18,381.65,205.34,1.02,4.04,33.0
MOR-4296,6.01,0.11,105.72,333.32,240.83,2.9,5.15,65.0
MOR-7618,4.36,0.41,128.39,261.88,355.25,2.81,2.45,52.0
MOR-7725,6.2,0.56,150.63,307.96,183.81,1.05,3.21,49.0
MOR-5797,7.91,0.15,170.23,272.99,331.8,2.62,7.39,62.0
MOR-3843,8.97,0.24,110.6,373.55,296.46,0.68,6.71,40.0
MOR-1065,5.18,0.26,56.35,354.4,150.75,1.83,7.0,64.0
MOR-4976,3.14,0.35,195.15,394.89,176.86,2.68,6.17,48.0
MOR-7211,7.93,0.17,179.37,321.21,378.06,1.73,6.92,33.0
MOR-3645,3.91,0.73,170.72,301.41,178.8,2.14,4.52,53.0
MOR-1388,7.39,0.42,79.01,245.52,378.8,2.06,5.9,39.0
MOR-2057,2.01,0.61,134.58,269.88,399.34,1.64,2.64,67.0
MOR-2876,6.63,0.2,104.64,290.58,308.94,1.03,7.73,51.0
MOR-8051,5.43,0.35,228.2,244.31,344.07,0.96,4.91,36.0
MOR-5900,8.71,0.28,63.16,311.78,395.48,1.0,7.26,39.0
MOR-3192,8.91,0.83,117.18,350.88,250.05,1.8,7.57,56.0
MOR-8371,2.57,0.24,60.56,266.58,349.02,0.63,4.62,66.0
MOR-6804,8.39,0.55,173.32,226.32,371.44,0.79,4.69,62.0
MOR-9462,3.23,0.35,65.64,340.9,209.94,2.05,5.77,60.0
MOR-7740,4.23,0.41,58.94,265.17,379.17,0.56,5.5,59.0
MOR-5957,5.98,0.45,186.66,357.3,374.07,1.5,7.89,50.0
MOR-9890,8.01,0.26,112.07,362.44,398.5,2.47,5.38,39.0
MOR-5612,2.83,0.56,111.23,359.82,372.15,0.69,6.73,46.0
MOR-6184,5.27,0.17,83.4,324.97,377.87,1.91,6.7,35.0
MOR-3427,7.04,0.44,146.13,272.46,318.58,2.45,6.23,44.0
MOR-4842,3.0,0.35,73.76,253.7,317.42,2.63,6.03,36.0
MOR-4659,6.39,0.58,82.19,354.77,240.4,1.98,5.94,59.0
MOR-6961,2.09,0.79,191.92,288.12,273.15,0.67,5.93,62.0
MOR-1226,6.48,0.81,212.21,299.55,317.68,1.96,6.62,58.0
MOR-7713,3.4,0.27,64.54,357.4,233.02,2.53,3.57,62.0
MOR-8207,6.99,0.84,220.66,238.84,227.93,2.31,5.54,59.0
MOR-2128,3.62,0.17,176.68,393.93,174.97,1.47,7.55,44.0
MOR-8347,8.34,0.52,197.98,299.32,388.54,1.77,4.59,58.0
MOR-6567,2.43,0.67,127.96,222.06,317.07,2.18,4.11,64.0
MOR-6249,8.07,0.76,155.34,200.72,355.6,1.83,2.68,52.0
MOR-9489,8.72,0.72,185.99,310.36,268.53,1.01,2.58,43.0
MOR-3955,6.0,0.13,184.89,219.24,296.23,2.8,7.13,61.0
MOR-5261,2.89,0.1,106.83,336.01,383.54,2.75,4.68,47.0
MOR-7021,2.04,0.52,210.21,322.87,398.32,1.1,5.13,41.0
